latitud,longitud,rad_2019,rad_2023,delta_historico,cagr_pct,tendencia,zona_expansion,rad_2026,delta_vs_2023_2026,rad_2027,delta_vs_2023_2027,rad_2028,delta_vs_2023_2028,rad_2029,delta_vs_2023_2029,rad_2030,delta_vs_2023_2030,nivel_urbano
-12.06084,-77.06526,74.71,115.94,41.24,11.614,crecimiento_alto,1,142.36,26.42,152.67,36.72,162.98,47.03,173.29,57.34,183.59,67.65,urbano_denso
-12.06084,-77.05684,75.01,115.69,40.69,11.443,crecimiento_alto,1,139.41,23.72,149.58,33.89,159.76,44.06,169.93,54.23,180.1,64.41,urbano_denso
-12.06084,-77.04842,74.87,137.8,62.93,16.477,crecimiento_alto,1,186.72,48.92,202.45,64.66,218.19,80.39,233.92,96.12,249.65,111.85,centro_comercial
-12.06084,-77.04,108.35,177.39,69.04,13.117,crecimiento_alto,1,227.15,49.76,244.41,67.02,261.67,84.28,278.93,101.54,296.2,118.8,centro_comercial
-12.06084,-77.03158,71.63,117.77,46.14,13.236,crecimiento_alto,1,147.52,29.75,159.05,41.28,170.59,52.82,182.12,64.35,193.66,75.89,urbano_denso
-12.06084,-77.02316,68.92,121.13,52.21,15.14,crecimiento_alto,1,153.91,32.77,166.96,45.83,180.02,58.88,193.07,71.93,206.12,84.99,centro_comercial
-12.06084,-77.01474,64.89,119.34,54.44,16.45,crecimiento_alto,1,151.86,32.52,165.47,46.13,179.08,59.74,192.69,73.35,206.3,86.96,urbano_denso
-12.06084,-77.00632,67.06,123.85,56.79,16.576,crecimiento_alto,1,160.74,36.89,174.93,51.08,189.13,65.28,203.33,79.48,217.53,93.68,centro_comercial
-12.06084,-76.99789,70.22,117.58,47.36,13.754,crecimiento_alto,1,147.92,30.34,159.76,42.18,171.6,54.02,183.44,65.86,195.28,77.7,urbano_denso
-12.06084,-76.98947,61.34,101.06,39.72,13.295,crecimiento_alto,1,124.03,22.98,133.96,32.91,143.89,42.84,153.82,52.77,163.75,62.7,urbano_denso
-12.06084,-76.98105,62.47,121.39,58.93,18.069,crecimiento_alto,1,157.34,35.95,172.07,50.68,186.81,65.41,201.54,80.14,216.27,94.88,centro_comercial
-12.06084,-76.97263,70.43,111.9,41.47,12.271,crecimiento_alto,1,133.75,21.85,144.12,32.22,154.49,42.59,164.85,52.95,175.22,63.32,urbano_denso
-12.06084,-76.96421,82.87,107.55,24.68,6.735,crecimiento_alto,0,118.53,10.98,124.7,17.15,130.87,23.32,137.04,29.49,143.21,35.66,urbano_denso
-12.06084,-76.95579,96.64,117.43,20.78,4.99,crecimiento_moderado,0,122.86,5.43,128.06,10.63,133.26,15.83,138.45,21.02,143.65,26.22,urbano_denso
-12.06084,-76.94737,90.08,109.56,19.48,5.016,crecimiento_alto,0,107.11,-2.45,111.98,2.42,116.85,7.29,121.72,12.16,126.59,17.03,urbano_denso
-12.06084,-76.93895,51.14,52.21,1.07,0.518,estable,0,47.46,-4.75,47.73,-4.49,47.99,-4.22,48.26,-3.95,48.53,-3.68,urbano
-12.06084,-76.93053,10.98,21.42,10.44,18.191,crecimiento_alto,0,28.71,7.29,31.32,9.9,33.93,12.51,36.54,15.12,39.15,17.73,peri-urbano
-12.06084,-76.92211,8.62,17.03,8.41,18.56,crecimiento_alto,0,22.47,5.43,24.57,7.53,26.67,9.64,28.77,11.74,30.88,13.84,peri-urbano
-12.06084,-76.91368,10.58,18.95,8.37,15.689,crecimiento_alto,0,23.5,4.55,25.6,6.65,27.69,8.74,29.78,10.83,31.88,12.93,peri-urbano
-12.06084,-76.90526,6.87,12.96,6.09,17.194,crecimiento_alto,0,16.94,3.99,18.47,5.51,19.99,7.03,21.51,8.55,23.03,10.07,peri-urbano
-12.06084,-76.89684,4.79,9.95,5.16,20.075,crecimiento_alto,0,13.39,3.44,14.68,4.73,15.97,6.02,17.26,7.31,18.55,8.6,rural
-12.06084,-76.88842,6.46,13.37,6.91,19.945,crecimiento_alto,0,17.69,4.32,19.42,6.05,21.14,7.78,22.87,9.5,24.6,11.23,peri-urbano
-12.06084,-76.88,2.87,10.37,7.51,37.908,crecimiento_alto,0,15.85,5.48,17.72,7.35,19.6,9.23,21.48,11.1,23.35,12.98,peri-urbano
-12.06084,-76.87158,2.86,5.17,2.31,15.944,crecimiento_alto,0,6.89,1.73,7.47,2.3,8.05,2.88,8.62,3.46,9.2,4.03,rural
-12.06084,-76.86316,2.64,4.43,1.79,13.852,crecimiento_alto,0,5.91,1.48,6.36,1.93,6.81,2.38,7.26,2.83,7.71,3.28,rural
-12.06084,-76.85474,2.37,3.96,1.6,13.755,crecimiento_alto,0,5.2,1.23,5.59,1.63,5.99,2.03,6.39,2.43,6.79,2.83,rural
-12.06084,-76.84632,2.06,3.49,1.42,14.037,crecimiento_alto,0,4.58,1.09,4.93,1.45,5.29,1.81,5.65,2.16,6.0,2.52,rural
-12.06084,-76.83789,1.88,3.08,1.2,13.109,crecimiento_alto,0,3.89,0.82,4.19,1.12,4.49,1.42,4.79,1.71,5.09,2.01,rural
-12.06084,-76.82947,1.7,2.71,1.01,12.374,crecimiento_alto,0,3.31,0.61,3.56,0.86,3.82,1.11,4.07,1.36,4.32,1.61,rural
-12.06084,-76.82105,1.58,2.52,0.94,12.423,crecimiento_alto,0,3.06,0.53,3.29,0.77,3.53,1.01,3.77,1.24,4.0,1.48,rural
-12.06084,-76.81263,1.46,1.87,0.4,6.258,crecimiento_alto,0,2.13,0.27,2.23,0.37,2.33,0.47,2.43,0.57,2.53,0.67,rural
-12.06084,-76.80421,1.25,2.29,1.04,16.331,crecimiento_alto,0,2.95,0.66,3.21,0.92,3.47,1.18,3.73,1.44,3.99,1.7,rural
-12.06928,-77.2,2.47,1.71,-0.76,-8.786,decrecimiento,0,0.75,-0.96,0.56,-1.15,0.37,-1.34,0.18,-1.53,0.0,-1.71,rural
-12.06928,-77.19158,3.16,2.28,-0.88,-7.822,decrecimiento,0,1.88,-0.4,1.66,-0.62,1.44,-0.84,1.22,-1.06,1.0,-1.28,rural
-12.06928,-77.18316,4.47,2.76,-1.71,-11.348,decrecimiento,0,1.73,-1.03,1.31,-1.45,0.88,-1.88,0.45,-2.31,0.03,-2.73,rural
-12.06928,-77.17474,22.77,14.22,-8.54,-11.097,decrecimiento,0,5.64,-8.59,3.5,-10.72,1.36,-12.86,0.0,-14.22,0.0,-14.22,peri-urbano
-12.06928,-77.16632,48.58,24.22,-24.36,-15.973,decrecimiento,0,4.64,-19.58,0.0,-24.22,0.0,-24.22,0.0,-24.22,0.0,-24.22,peri-urbano
-12.06928,-77.15789,14.88,15.65,0.77,1.269,crecimiento_moderado,0,16.88,1.24,17.08,1.43,17.27,1.62,17.46,1.82,17.65,2.01,peri-urbano
-12.06928,-77.14947,18.15,17.81,-0.34,-0.471,estable,0,18.48,0.67,18.39,0.59,18.31,0.5,18.22,0.42,18.14,0.33,peri-urbano
-12.06928,-77.14105,27.83,22.24,-5.6,-5.457,decrecimiento,0,23.51,1.27,22.11,-0.13,20.71,-1.53,19.31,-2.93,17.91,-4.33,peri-urbano
-12.06928,-77.13263,49.68,35.25,-14.43,-8.218,decrecimiento,0,19.64,-15.61,16.04,-19.22,12.43,-22.82,8.82,-26.43,5.22,-30.03,urbano
-12.06928,-77.12421,84.86,109.38,24.52,6.552,crecimiento_alto,0,112.52,3.14,118.65,9.27,124.78,15.4,130.91,21.53,137.04,27.66,urbano_denso
-12.06928,-77.11579,108.83,153.76,44.93,9.025,crecimiento_alto,1,167.08,13.33,178.32,24.56,189.55,35.79,200.78,47.02,212.01,58.26,centro_comercial
-12.06928,-77.10737,112.57,137.2,24.63,5.072,crecimiento_alto,0,142.69,5.49,148.85,11.65,155.01,17.81,161.17,23.96,167.32,30.12,centro_comercial
-12.06928,-77.09895,106.06,120.75,14.69,3.295,crecimiento_moderado,0,122.05,1.3,125.72,4.97,129.39,8.64,133.06,12.31,136.73,15.98,centro_comercial
-12.06928,-77.09053,99.7,139.39,39.69,8.74,crecimiento_alto,1,159.46,20.07,169.39,29.99,179.31,39.92,189.23,49.84,199.16,59.76,centro_comercial
-12.06928,-77.08211,100.87,150.55,49.68,10.53,crecimiento_alto,1,174.75,24.2,187.17,36.62,199.59,49.04,212.01,61.46,224.43,73.88,centro_comercial
-12.06928,-77.07368,84.51,121.66,37.14,9.535,crecimiento_alto,1,143.05,21.39,152.33,30.68,161.62,39.96,170.9,49.25,180.19,58.53,centro_comercial
-12.06928,-77.06526,89.26,142.0,52.74,12.307,crecimiento_alto,1,171.76,29.76,184.95,42.94,198.13,56.13,211.32,69.31,224.5,82.5,centro_comercial
-12.06928,-77.05684,78.2,130.35,52.15,13.625,crecimiento_alto,1,164.86,34.51,177.9,47.55,190.94,60.59,203.98,73.62,217.01,86.66,centro_comercial
-12.06928,-77.04842,75.96,145.05,69.1,17.555,crecimiento_alto,1,196.18,51.12,213.45,68.4,230.73,85.67,248.0,102.95,265.27,120.22,centro_comercial
-12.06928,-77.04,98.03,152.02,53.99,11.593,crecimiento_alto,1,200.66,48.65,214.16,62.14,227.66,75.64,241.16,89.14,254.66,102.64,centro_comercial
-12.06928,-77.03158,95.04,130.96,35.91,8.344,crecimiento_alto,1,149.98,19.03,158.96,28.0,167.94,36.98,176.92,45.96,185.9,54.94,centro_comercial
-12.06928,-77.02316,76.9,134.5,57.6,15.0,crecimiento_alto,1,169.4,34.91,183.8,49.31,198.2,63.71,212.6,78.1,227.0,92.5,centro_comercial
-12.06928,-77.01474,93.32,142.46,49.14,11.155,crecimiento_alto,1,168.07,25.61,180.36,37.9,192.64,50.18,204.93,62.47,217.21,74.75,centro_comercial
-12.06928,-77.00632,96.35,128.82,32.47,7.532,crecimiento_alto,0,143.81,14.99,151.93,23.11,160.05,31.23,168.17,39.35,176.29,47.46,centro_comercial
-12.06928,-76.99789,94.32,124.76,30.45,7.244,crecimiento_alto,0,139.21,14.44,146.82,22.05,154.43,29.66,162.04,37.28,169.65,44.89,centro_comercial
-12.06928,-76.98947,75.26,121.56,46.3,12.735,crecimiento_alto,1,148.51,26.96,160.09,38.53,171.66,50.11,183.24,61.68,194.81,73.26,centro_comercial
-12.06928,-76.98105,73.79,121.56,47.77,13.292,crecimiento_alto,1,150.31,28.75,162.25,40.69,174.2,52.64,186.14,64.58,198.08,76.52,centro_comercial
-12.06928,-76.97263,73.11,109.38,36.27,10.595,crecimiento_alto,1,130.83,21.45,139.9,30.52,148.97,39.59,158.04,48.65,167.1,57.72,urbano_denso
-12.06928,-76.96421,133.63,117.13,-16.5,-3.242,decrecimiento,0,90.62,-26.51,86.49,-30.64,82.36,-34.76,78.24,-38.89,74.11,-43.01,urbano_denso
-12.06928,-76.95579,110.01,104.99,-5.02,-1.16,decrecimiento,0,89.29,-15.7,88.04,-16.95,86.79,-18.21,85.53,-19.46,84.28,-20.71,urbano_denso
-12.06928,-76.94737,91.07,88.04,-3.03,-0.842,estable,0,69.21,-18.83,68.45,-19.59,67.69,-20.35,66.94,-21.11,66.18,-21.86,urbano_denso
-12.06928,-76.93895,71.24,64.06,-7.18,-2.62,decrecimiento,0,49.42,-14.64,47.62,-16.44,45.83,-18.23,44.03,-20.03,42.24,-21.82,urbano_denso
-12.06928,-76.93053,28.41,29.54,1.14,0.985,estable,0,28.62,-0.92,28.91,-0.64,29.19,-0.35,29.47,-0.07,29.76,0.21,peri-urbano
-12.06928,-76.92211,18.33,38.57,20.24,20.443,crecimiento_alto,0,52.74,14.17,57.8,19.23,62.86,24.29,67.93,29.35,72.99,34.41,urbano
-12.06928,-76.91368,30.59,39.42,8.83,6.546,crecimiento_alto,0,44.36,4.94,46.57,7.15,48.78,9.36,50.99,11.57,53.19,13.77,urbano
-12.06928,-76.90526,21.34,24.94,3.6,3.97,crecimiento_moderado,0,25.41,0.47,26.31,1.37,27.21,2.26,28.1,3.16,29.0,4.06,peri-urbano
-12.06928,-76.89684,21.13,25.96,4.83,5.284,crecimiento_alto,0,26.91,0.95,28.12,2.16,29.32,3.37,30.53,4.57,31.74,5.78,peri-urbano
-12.06928,-76.88842,18.05,24.7,6.65,8.157,crecimiento_alto,0,27.79,3.09,29.45,4.75,31.11,6.41,32.78,8.07,34.44,9.74,peri-urbano
-12.06928,-76.88,9.03,13.83,4.8,11.246,crecimiento_alto,0,17.03,3.2,18.23,4.4,19.43,5.6,20.63,6.8,21.83,8.0,peri-urbano
-12.06928,-76.87158,9.16,10.95,1.8,4.577,crecimiento_moderado,0,11.34,0.38,11.79,0.83,12.23,1.28,12.68,1.73,13.13,2.18,peri-urbano
-12.06928,-76.86316,2.98,8.0,5.02,27.966,crecimiento_alto,0,11.35,3.35,12.6,4.6,13.86,5.85,15.11,7.11,16.36,8.36,rural
-12.06928,-76.85474,2.43,6.53,4.1,28.049,crecimiento_alto,0,9.22,2.69,10.25,3.72,11.28,4.74,12.3,5.77,13.33,6.79,rural
-12.06928,-76.84632,2.36,3.82,1.46,12.809,crecimiento_alto,0,4.83,1.01,5.2,1.38,5.56,1.74,5.93,2.11,6.29,2.47,rural
-12.06928,-76.83789,1.94,3.33,1.39,14.407,crecimiento_alto,0,4.34,1.01,4.69,1.36,5.03,1.7,5.38,2.05,5.73,2.4,rural
-12.06928,-76.82947,1.66,2.66,0.99,12.412,crecimiento_alto,0,3.21,0.55,3.45,0.8,3.7,1.05,3.95,1.3,4.2,1.54,rural
-12.06928,-76.82105,1.46,2.3,0.84,12.068,crecimiento_alto,0,2.89,0.59,3.1,0.8,3.31,1.01,3.52,1.22,3.73,1.43,rural
-12.06928,-76.81263,1.36,2.19,0.83,12.661,crecimiento_alto,0,2.73,0.54,2.94,0.75,3.15,0.96,3.35,1.17,3.56,1.37,rural
-12.06928,-76.80421,1.42,2.49,1.07,15.0,crecimiento_alto,0,3.18,0.69,3.45,0.96,3.71,1.22,3.98,1.49,4.25,1.76,rural
-12.07771,-77.2,0.39,2.76,2.36,62.769,crecimiento_alto,0,0.0,-2.76,0.0,-2.76,0.0,-2.76,0.0,-2.76,0.0,-2.76,rural
-12.07771,-77.19158,0.91,5.24,4.33,54.763,crecimiento_alto,0,8.41,3.16,9.49,4.25,10.57,5.33,11.66,6.41,12.74,7.49,rural
-12.07771,-77.18316,2.66,4.16,1.5,11.805,crecimiento_alto,0,5.19,1.03,5.57,1.41,5.94,1.78,6.32,2.16,6.69,2.53,rural
-12.07771,-77.17474,4.25,3.8,-0.45,-2.755,decrecimiento,0,6.51,2.72,6.4,2.61,6.29,2.49,6.18,2.38,6.07,2.27,rural
-12.07771,-77.16632,5.11,3.97,-1.14,-6.125,decrecimiento,0,3.38,-0.59,3.1,-0.87,2.81,-1.16,2.53,-1.45,2.24,-1.73,rural
-12.07771,-77.15789,5.04,4.68,-0.37,-1.877,decrecimiento,0,4.63,-0.05,4.53,-0.14,4.44,-0.23,4.35,-0.33,4.26,-0.42,rural
-12.07771,-77.14947,5.96,5.45,-0.51,-2.202,decrecimiento,0,0.0,-5.45,0.0,-5.45,0.0,-5.45,0.0,-5.45,0.0,-5.45,rural
-12.07771,-77.14105,6.54,11.98,5.44,16.345,crecimiento_alto,0,0.0,-11.98,0.0,-11.98,0.0,-11.98,0.0,-11.98,0.0,-11.98,peri-urbano
-12.07771,-77.13263,10.57,13.8,3.23,6.893,crecimiento_alto,0,14.45,0.65,15.26,1.46,16.07,2.27,16.87,3.08,17.68,3.88,peri-urbano
-12.07771,-77.12421,25.83,19.25,-6.58,-7.083,decrecimiento,0,14.26,-4.99,12.62,-6.63,10.97,-8.28,9.33,-9.92,7.69,-11.56,peri-urbano
-12.07771,-77.11579,47.77,78.21,30.44,13.118,crecimiento_alto,0,96.72,18.51,104.33,26.12,111.95,33.73,119.56,41.35,127.17,48.96,urbano_denso
-12.07771,-77.10737,82.97,108.56,25.6,6.953,crecimiento_alto,0,116.98,8.41,123.37,14.81,129.77,21.21,136.17,27.61,142.57,34.01,urbano_denso
-12.07771,-77.09895,94.25,122.27,28.02,6.723,crecimiento_alto,0,131.22,8.95,138.23,15.96,145.23,22.96,152.23,29.97,159.24,36.97,centro_comercial
-12.07771,-77.09053,115.71,118.25,2.54,0.544,estable,0,119.9,1.65,120.53,2.29,121.17,2.92,121.8,3.56,122.44,4.19,urbano_denso
-12.07771,-77.08211,100.17,122.94,22.77,5.255,crecimiento_alto,0,130.61,7.67,136.3,13.36,142.0,19.05,147.69,24.75,153.38,30.44,centro_comercial
-12.07771,-77.07368,93.39,124.48,31.09,7.449,crecimiento_alto,0,139.5,15.01,147.27,22.79,155.04,30.56,162.82,38.33,170.59,46.11,centro_comercial
-12.07771,-77.06526,94.23,127.34,33.11,7.818,crecimiento_alto,0,143.17,15.84,151.45,24.11,159.73,32.39,168.0,40.67,176.28,48.94,centro_comercial
-12.07771,-77.05684,76.4,134.47,58.07,15.183,crecimiento_alto,1,171.48,37.0,186.0,51.52,200.51,66.04,215.03,80.56,229.55,95.08,centro_comercial
-12.07771,-77.04842,74.05,144.89,70.84,18.272,crecimiento_alto,1,193.75,48.86,211.46,66.57,229.17,84.28,246.88,101.99,264.59,119.7,centro_comercial
-12.07771,-77.04,97.24,146.81,49.57,10.847,crecimiento_alto,1,192.43,45.62,204.82,58.01,217.21,70.4,229.61,82.79,242.0,95.18,centro_comercial
-12.07771,-77.03158,112.48,150.07,37.59,7.473,crecimiento_alto,1,167.97,17.9,177.36,27.3,186.76,36.69,196.16,46.09,205.55,55.48,centro_comercial
-12.07771,-77.02316,81.54,145.04,63.49,15.484,crecimiento_alto,1,183.91,38.87,199.78,54.74,215.65,70.62,231.53,86.49,247.4,102.36,centro_comercial
-12.07771,-77.01474,101.48,153.05,51.57,10.819,crecimiento_alto,1,180.84,27.79,193.73,40.68,206.62,53.57,219.52,66.46,232.41,79.36,centro_comercial
-12.07771,-77.00632,99.65,134.85,35.2,7.855,crecimiento_alto,1,154.37,19.51,163.17,28.31,171.97,37.11,180.77,45.91,189.57,54.71,centro_comercial
-12.07771,-76.99789,91.49,139.36,47.87,11.095,crecimiento_alto,1,166.96,27.6,178.93,39.57,190.9,51.53,202.87,63.5,214.84,75.47,centro_comercial
-12.07771,-76.98947,88.93,132.77,43.84,10.538,crecimiento_alto,1,160.8,28.03,171.76,38.99,182.72,49.95,193.67,60.91,204.63,71.87,centro_comercial
-12.07771,-76.98105,158.91,143.08,-15.84,-2.59,decrecimiento,0,110.42,-32.66,106.46,-36.62,102.5,-40.58,98.54,-44.54,94.58,-48.5,centro_comercial
-12.07771,-76.97263,90.84,97.9,7.06,1.889,crecimiento_moderado,0,98.93,1.02,100.69,2.79,102.46,4.55,104.22,6.32,105.99,8.09,urbano_denso
-12.07771,-76.96421,67.23,73.83,6.6,2.369,crecimiento_moderado,0,74.93,1.1,76.58,2.75,78.23,4.4,79.88,6.05,81.53,7.7,urbano_denso
-12.07771,-76.95579,71.67,53.3,-18.38,-7.139,decrecimiento,0,33.88,-19.41,29.29,-24.01,24.7,-28.6,20.1,-33.19,15.51,-37.79,urbano
-12.07771,-76.94737,41.93,46.24,4.32,2.481,crecimiento_moderado,0,46.62,0.38,47.7,1.46,48.78,2.54,49.86,3.62,50.94,4.7,urbano
-12.07771,-76.93895,62.17,65.54,3.37,1.328,crecimiento_moderado,0,72.98,7.43,73.82,8.27,74.66,9.12,75.5,9.96,76.34,10.8,urbano_denso
-12.07771,-76.93053,97.61,79.37,-18.24,-5.041,decrecimiento,0,60.54,-18.83,55.98,-23.39,51.42,-27.95,46.86,-32.51,42.3,-37.07,urbano_denso
-12.07771,-76.92211,70.97,85.9,14.93,4.889,crecimiento_moderado,0,85.55,-0.35,89.28,3.38,93.01,7.12,96.75,10.85,100.48,14.58,urbano_denso
-12.07771,-76.91368,53.16,65.95,12.78,5.534,crecimiento_alto,0,69.76,3.81,72.95,7.01,76.15,10.2,79.34,13.4,82.54,16.59,urbano_denso
-12.07771,-76.90526,44.94,63.34,18.4,8.956,crecimiento_alto,0,74.85,11.51,79.45,16.11,84.05,20.71,88.65,25.31,93.25,29.91,urbano_denso
-12.07771,-76.89684,32.17,44.89,12.72,8.687,crecimiento_alto,0,51.4,6.51,54.58,9.69,57.76,12.87,60.94,16.05,64.13,19.23,urbano
-12.07771,-76.88842,20.43,41.51,21.08,19.387,crecimiento_alto,0,53.24,11.73,58.5,17.0,63.77,22.27,69.04,27.53,74.31,32.8,urbano
-12.07771,-76.88,42.44,46.93,4.48,2.543,crecimiento_moderado,0,43.88,-3.05,45.0,-1.93,46.12,-0.81,47.24,0.31,48.36,1.43,urbano
-12.07771,-76.87158,22.3,48.63,26.33,21.526,crecimiento_alto,0,66.8,18.17,73.38,24.75,79.96,31.34,86.55,37.92,93.13,44.5,urbano
-12.07771,-76.86316,7.34,42.41,35.07,55.024,crecimiento_alto,1,67.79,25.38,76.56,34.15,85.33,42.92,94.09,51.68,102.86,60.45,urbano
-12.07771,-76.85474,3.72,17.29,13.57,46.809,crecimiento_alto,0,26.59,9.3,29.98,12.69,33.37,16.08,36.76,19.47,40.16,22.86,peri-urbano
-12.07771,-76.84632,2.69,5.68,2.99,20.546,crecimiento_alto,0,7.88,2.2,8.63,2.94,9.38,3.69,10.13,4.44,10.87,5.19,rural
-12.07771,-76.83789,2.12,3.84,1.72,15.974,crecimiento_alto,0,5.08,1.23,5.5,1.66,5.93,2.09,6.36,2.52,6.79,2.95,rural
-12.07771,-76.82947,1.82,2.96,1.14,12.97,crecimiento_alto,0,3.69,0.72,3.97,1.01,4.26,1.3,4.54,1.58,4.83,1.87,rural
-12.07771,-76.82105,1.68,3.13,1.45,16.835,crecimiento_alto,0,3.95,0.82,4.31,1.18,4.67,1.54,5.04,1.91,5.4,2.27,rural
-12.07771,-76.81263,1.84,2.43,0.59,7.225,crecimiento_alto,0,2.74,0.31,2.89,0.46,3.04,0.61,3.19,0.75,3.34,0.9,rural
-12.07771,-76.80421,2.88,3.55,0.67,5.405,crecimiento_alto,0,3.8,0.25,3.97,0.42,4.14,0.59,4.31,0.76,4.48,0.93,rural
-12.08614,-77.2,0.87,0.43,-0.44,-16.017,decrecimiento,0,0.09,-0.34,0.0,-0.43,0.0,-0.43,0.0,-0.43,0.0,-0.43,rural
-12.08614,-77.19158,1.76,0.87,-0.9,-16.23,decrecimiento,0,0.0,-0.87,0.0,-0.87,0.0,-0.87,0.0,-0.87,0.0,-0.87,rural
-12.08614,-77.18316,1.8,2.27,0.47,6.005,crecimiento_alto,0,2.96,0.69,3.08,0.81,3.2,0.93,3.32,1.05,3.44,1.17,rural
-12.08614,-77.17474,3.3,4.19,0.89,6.126,crecimiento_alto,0,4.81,0.62,5.03,0.84,5.25,1.06,5.47,1.28,5.69,1.5,rural
-12.08614,-77.16632,4.07,2.96,-1.11,-7.626,decrecimiento,0,2.3,-0.66,2.03,-0.93,1.75,-1.21,1.47,-1.49,1.2,-1.76,rural
-12.08614,-77.15789,4.52,3.19,-1.33,-8.315,decrecimiento,0,2.43,-0.76,2.1,-1.09,1.77,-1.42,1.44,-1.75,1.11,-2.09,rural
-12.08614,-77.14947,7.39,5.44,-1.96,-7.395,decrecimiento,0,3.49,-1.95,3.0,-2.44,2.51,-2.93,2.02,-3.42,1.53,-3.9,rural
-12.08614,-77.14105,6.54,4.32,-2.21,-9.818,decrecimiento,0,2.51,-1.81,1.96,-2.37,1.4,-2.92,0.85,-3.47,0.3,-4.03,rural
-12.08614,-77.13263,9.34,10.07,0.73,1.897,crecimiento_moderado,0,0.0,-10.07,0.0,-10.07,0.0,-10.07,0.0,-10.07,0.0,-10.07,peri-urbano
-12.08614,-77.12421,6.25,11.28,5.03,15.915,crecimiento_alto,0,0.0,-11.28,0.0,-11.28,0.0,-11.28,0.0,-11.28,0.0,-11.28,peri-urbano
-12.08614,-77.11579,25.52,14.81,-10.71,-12.725,decrecimiento,0,7.1,-7.7,4.43,-10.38,1.75,-13.06,0.0,-14.81,0.0,-14.81,peri-urbano
-12.08614,-77.10737,21.97,29.66,7.69,7.788,crecimiento_alto,0,43.97,14.3,45.89,16.23,47.81,18.15,49.73,20.07,51.65,21.99,peri-urbano
-12.08614,-77.09895,26.26,70.3,44.05,27.921,crecimiento_alto,1,99.24,28.94,110.25,39.95,121.27,50.96,132.28,61.97,143.29,72.99,urbano_denso
-12.08614,-77.09053,0.0,97.83,0.0,1668.555,crecimiento_alto,0,0.0,-97.83,0.0,-97.83,0.0,-97.83,0.0,-97.83,0.0,-97.83,urbano_denso
-12.08614,-77.08211,43.6,113.89,70.29,27.133,crecimiento_alto,1,164.11,50.22,181.68,67.8,199.25,85.37,216.83,102.94,234.4,120.51,urbano_denso
-12.08614,-77.07368,44.98,118.99,74.01,27.534,crecimiento_alto,1,173.43,54.44,191.93,72.94,210.43,91.45,228.93,109.95,247.44,128.45,urbano_denso
-12.08614,-77.06526,55.72,145.57,89.84,27.133,crecimiento_alto,1,206.89,61.33,229.35,83.79,251.81,106.25,274.27,128.71,296.74,151.17,centro_comercial
-12.08614,-77.05684,56.81,131.93,75.13,23.448,crecimiento_alto,1,183.66,51.72,202.44,70.51,221.22,89.29,240.0,108.07,258.78,126.85,centro_comercial
-12.08614,-77.04842,38.61,113.92,75.31,31.064,crecimiento_alto,1,171.36,57.44,190.19,76.27,209.02,95.1,227.84,113.93,246.67,132.76,urbano_denso
-12.08614,-77.04,65.55,160.76,95.21,25.142,crecimiento_alto,1,227.54,66.78,251.34,90.58,275.14,114.38,298.94,138.19,300.0,139.24,centro_comercial
-12.08614,-77.03158,92.61,174.73,82.13,17.201,crecimiento_alto,1,232.89,58.16,253.42,78.69,273.95,99.22,294.48,119.75,300.0,125.27,centro_comercial
-12.08614,-77.02316,97.09,164.94,67.85,14.166,crecimiento_alto,1,212.23,47.29,229.19,64.25,246.15,81.21,263.11,98.18,280.08,115.14,centro_comercial
-12.08614,-77.01474,97.66,206.09,108.43,20.528,crecimiento_alto,1,283.53,77.44,300.0,93.91,300.0,93.91,300.0,93.91,300.0,93.91,centro_comercial
-12.08614,-77.00632,96.8,159.83,63.04,13.358,crecimiento_alto,1,204.86,45.03,220.62,60.79,236.38,76.55,252.14,92.3,267.9,108.06,centro_comercial
-12.08614,-76.99789,92.39,143.15,50.76,11.568,crecimiento_alto,1,177.63,34.49,190.32,47.18,203.01,59.87,215.7,72.55,228.39,85.24,centro_comercial
-12.08614,-76.98947,126.05,152.37,26.32,4.855,crecimiento_moderado,0,161.8,9.42,168.38,16.0,174.96,22.59,181.54,29.17,188.12,35.75,centro_comercial
-12.08614,-76.98105,129.24,87.18,-42.06,-9.373,decrecimiento,0,42.78,-44.4,32.27,-54.91,21.75,-65.43,11.24,-75.94,0.72,-86.46,urbano_denso
-12.08614,-76.97263,58.7,71.05,12.35,4.89,crecimiento_moderado,0,77.59,6.55,80.68,9.63,83.77,12.72,86.86,15.81,89.94,18.9,urbano_denso
-12.08614,-76.96421,56.29,63.6,7.31,3.099,crecimiento_moderado,0,68.76,5.15,70.58,6.98,72.41,8.81,74.24,10.64,76.07,12.46,urbano_denso
-12.08614,-76.95579,96.56,119.09,22.53,5.383,crecimiento_alto,0,129.84,10.75,135.47,16.38,141.1,22.01,146.74,27.64,152.37,33.28,urbano_denso
-12.08614,-76.94737,58.57,49.18,-9.39,-4.275,decrecimiento,0,42.46,-6.72,40.11,-9.07,37.76,-11.42,35.41,-13.76,33.07,-16.11,urbano
-12.08614,-76.93895,54.78,51.71,-3.07,-1.429,decrecimiento,0,44.7,-7.02,43.93,-7.78,43.16,-8.55,42.4,-9.32,41.63,-10.08,urbano
-12.08614,-76.93053,49.08,55.05,5.97,2.909,crecimiento_moderado,0,61.08,6.03,62.57,7.52,64.06,9.01,65.55,10.51,67.04,12.0,urbano
